	t	protein
1085	10860	74588695.7480346
1086	10870	74640870.2749387
1087	10880	74693022.693482
1088	10890	74745153.0303793
1089	10900	74797261.3122921
1090	10910	74849347.5658288
1091	10920	74901411.8175446
1092	10930	74953454.0939421
1093	10940	75005474.4214708
1094	10950	75057472.8265278
1095	10960	75109449.3354576
1096	10970	75161403.9745525
1097	10980	75213336.7700525
1098	10990	75265247.7481455
1099	11000	75317136.9349677
1100	11010	75369004.3566035
1101	11020	75420850.0390855
1102	11030	75472674.008395
1103	11040	75524476.2904616
1104	11050	75576256.9111644
1105	11060	75628015.8963307
1106	11070	75679753.2717376
1107	11080	75731469.0631106
1108	11090	75783163.296125
1109	11100	75834835.9964058
1110	11110	75886487.1895272
1111	11120	75938116.9010135
1112	11130	75989725.1563386
1113	11140	76041311.9809266
1114	11150	76092877.4001516
1115	11160	76144421.4393384
1116	11170	76195944.1237618
1117	11180	76247445.4786474
1118	11190	76298925.5291715
1119	11200	76350384.3004611
1120	11210	76401821.8175943
1121	11220	76453238.1056003
1122	11230	76504633.1894592
1123	11240	76556007.094103
1124	11250	76607359.8444149
1125	11260	76658691.4652296
1126	11270	76710001.9813338
1127	11280	76761291.4174658
1128	11290	76812559.798316
1129	11300	76863807.1485274
1130	11310	76915033.4926945
1131	11320	76966238.8553648
1132	11330	77017423.2610379
1133	11340	77068586.7341664
1134	11350	77119729.2991553
1135	11360	77170850.9803629
1136	11370	77221951.8021001
1137	11380	77273031.7886313
1138	11390	77324090.9641738
1139	11400	77375129.3528985
1140	11410	77426146.97893
1141	11420	77477143.8663463
1142	11430	77528120.0391793
1143	11440	77579075.5214146
1144	11450	77630010.3369919
1145	11460	77680924.509805
1146	11470	77731818.0637021
1147	11480	77782691.0224856
1148	11490	77833543.4099125
1149	11500	77884375.2496942
1150	11510	77935186.5654971
1151	11520	77985977.3809423
1152	11530	78036747.7196058
1153	11540	78087497.6050189
1154	11550	78138227.0606678
1155	11560	78188936.1099944
1156	11570	78239624.7763957
1157	11580	78290293.0832246
1158	11590	78340941.0537892
1159	11600	78391568.7113538
1160	11610	78442176.0791382
1161	11620	78492763.1803188
1162	11630	78543330.0380276
1163	11640	78593876.675353
1164	11650	78644403.1153399
1165	11660	78694909.3809894
1166	11670	78745395.4952594
1167	11680	78795861.4810646
1168	11690	78846307.3612764
1169	11700	78896733.1587228
1170	11710	78947138.8961895
1171	11720	78997524.5964187
1172	11730	79047890.2821103
1173	11740	79098235.9759213
1174	11750	79148561.7004663
1175	11760	79198867.4783173
1176	11770	79249153.3320044
1177	11780	79299419.2840153
1178	11790	79349665.3567953
1179	11800	79399891.5727485
1180	11810	79450097.9542361
1181	11820	79500284.5235786
1182	11830	79550451.3030539
1183	11840	79600598.3148993
1184	11850	79650725.5813097
1185	11860	79700833.1244395
1186	11870	79750920.9664013
1187	11880	79800989.1292669
1188	11890	79851037.6350668
1189	11900	79901066.5057911
1190	11910	79951075.7633884
1191	11920	80001065.4297674
1192	11930	80051035.5267957
1193	11940	80100986.0763001
1194	11950	80150917.1000678
1195	11960	80200828.6198452
1196	11970	80250720.6573387
1197	11980	80300593.2342145
1198	11990	80350446.372099
1199	12000	80400280.0925785
1200	12010	80450094.4171997
1201	12020	80499889.3674696
1202	12030	80549664.9648556
1203	12040	80599421.2307855
1204	12050	80649158.1866482
1205	12060	80698875.8537925
1206	12070	80748574.2535288
1207	12080	80798253.4071281
1208	12090	80847913.3358226
1209	12100	80897554.0608054
1210	12110	80947175.6032309
1211	12120	80996777.9842149
1212	12130	81046361.2248346
1213	12140	81095925.3461287
1214	12150	81145470.3690974
1215	12160	81194996.3147027
1216	12170	81244503.2038686
1217	12180	81293991.0574805
1218	12190	81343459.8963866
1219	12200	81392909.7413963
1220	12210	81442340.6132818
1221	12220	81491752.5327773
1222	12230	81541145.5205796
1223	12240	81590519.5973476
1224	12250	81639874.7837033
1225	12260	81689211.1002309
1226	12270	81738528.5674776
1227	12280	81787827.2059533
1228	12290	81837107.036131
1229	12300	81886368.0784466
1230	12310	81935610.3532991
1231	12320	81984833.8810509
1232	12330	82034038.6820277
1233	12340	82083224.7765183
1234	12350	82132392.1847753
1235	12360	82181540.9270148
1236	12370	82230671.0234167
1237	12380	82279782.4941242
1238	12390	82328875.3592447
1239	12400	82377949.6388496
1240	12410	82427005.3529742
1241	12420	82476042.521618
1242	12430	82525061.1647446
1243	12440	82574061.3022821
1244	12450	82623042.9541227
1245	12460	82672006.1401232
1246	12470	82720950.8801052
1247	12480	82769877.1938546
1248	12490	82818785.1011222
1249	12500	82867674.6216236
1250	12510	82916545.7750393
1251	12520	82965398.5810149
1252	12530	83014233.0591606
1253	12540	83063049.2290526
1254	12550	83111847.1102316
1255	12560	83160626.7222042
1256	12570	83209388.0844421
1257	12580	83258131.2163826
1258	12590	83306856.1374284
1259	12600	83355562.8669482
1260	12610	83404251.4242764
1261	12620	83452921.828713
1262	12630	83501574.0995242
1263	12640	83550208.255942
1264	12650	83598824.3171647
1265	12660	83647422.3023565
1266	12670	83696002.2306482
1267	12680	83744564.1211369
1268	12690	83793107.9928857
1269	12700	83841633.8649247
1270	12710	83890141.7562502
1271	12720	83938631.6858256
1272	12730	83987103.6725808
1273	12740	84035557.7354123
1274	12750	84083993.8931839
1275	12760	84132412.1647262
1276	12770	84180812.568837
1277	12780	84229195.1242812
1278	12790	84277559.8497907
1279	12800	84325906.764065
1280	12810	84374235.8857711
1281	12820	84422547.2335429
1282	12830	84470840.8259825
1283	12840	84519116.681659
1284	12850	84567374.8191097
1285	12860	84615615.2568396
1286	12870	84663838.0133211
1287	12880	84712043.1069953
1288	12890	84760230.5562708
1289	12900	84808400.3795243
1290	12910	84856552.5951008
1291	12920	84904687.2213135
1292	12930	84952804.276444
1293	12940	85000903.7787419
1294	12950	85048985.7464259
1295	12960	85097050.1976826
1296	12970	85145097.1506679
1297	12980	85193126.6235059
1298	12990	85241138.6342895
1299	13000	85289133.2010804
1300	13010	85337110.3419097
1301	13020	85385070.074777
1302	13030	85433012.4176511
1303	13040	85480937.3884699
1304	13050	85528845.0051407
1305	13060	85576735.2855398
1306	13070	85624608.247513
1307	13080	85672463.9088757
1308	13090	85720302.2874127
1309	13100	85768123.4008781
1310	13110	85815927.2669957
1311	13120	85863713.9034597
1312	13130	85911483.3279331
1313	13140	85959235.5580495
1314	13150	86006970.611412
1315	13160	86054688.5055941
1316	13170	86102389.2581389
1317	13180	86150072.8865601
1318	13190	86197739.4083414
1319	13200	86245388.8409367
1320	13210	86293021.2017705
1321	13220	86340636.5082374
1322	13230	86388234.7777028
1323	13240	86435816.0275026
1324	13250	86483380.2749431
1325	13260	86530927.5373016
1326	13270	86578457.8318262
1327	13280	86625971.1757355
1328	13290	86673467.5862193
1329	13300	86720947.0804382
1330	13310	86768409.675524
1331	13320	86815855.3885795
1332	13330	86863284.2366787
1333	13340	86910696.2368671
1334	13350	86958091.406161
1335	13360	87005469.7615485
1336	13370	87052831.319989
1337	13380	87100176.0984135
1338	13390	87147504.1137244
1339	13400	87194815.3827959
1340	13410	87242109.9224737
1341	13420	87289387.7495759
1342	13430	87336648.8808917
1343	13440	87383893.3331825
1344	13450	87431121.1231816
1345	13460	87478332.2675945
1346	13470	87525526.7830988
1347	13480	87572704.6863442
1348	13490	87619865.9939525
1349	13500	87667010.722518
1350	13510	87714138.8886074
1351	13520	87761250.5087595
1352	13530	87808345.5994859
1353	13540	87855424.1772707
1354	13550	87902486.2585705
1355	13560	87949531.8598145
1356	13570	87996560.9974052
1357	13580	88043573.6877171
1358	13590	88090569.9470982
1359	13600	88137549.7918691
1360	13610	88184513.2383235
1361	13620	88231460.3027281
1362	13630	88278391.0013228
1363	13640	88325305.3503206
1364	13650	88372203.3659077
1365	13660	88419085.0642439
1366	13670	88465950.4614619
1367	13680	88512799.5736682
1368	13690	88559632.4169425
1369	13700	88606449.0073383
1370	13710	88653249.3608824
1371	13720	88700033.4935756
1372	13730	88746801.4213922
1373	13740	88793553.1602803
1374	13750	88840288.7261621
1375	13760	88887008.1349334
1376	13770	88933711.4024639
1377	13780	88980398.5445976
1378	13790	89027069.5771526
1379	13800	89073724.5159207
1380	13810	89120363.3766683
1381	13820	89166986.1751361
1382	13830	89213592.9270388
1383	13840	89260183.6480657
1384	13850	89306758.3538806
1385	13860	89353317.0601213
1386	13870	89399859.7824008
1387	13880	89446386.5363064
1388	13890	89492897.3373999
1389	13900	89539392.2012181
1390	13910	89585871.1432723
1391	13920	89632334.179049
1392	13930	89678781.3240092
1393	13940	89725212.5935892
1394	13950	89771628.0032
1395	13960	89818027.5682279
1396	13970	89864411.304034
1397	13980	89910779.2259552
1398	13990	89957131.3493027
1399	14000	90003467.6893635
1400	14010	90049788.2614001
1401	14020	90096093.0806502
1402	14030	90142382.1623269
1403	14040	90188655.5216188
1404	14050	90234913.1736902
1405	14060	90281155.1336809
1406	14070	90327381.4167063
1407	14080	90373592.0378577
1408	14090	90419787.0122018
1409	14100	90465966.3547817
1410	14110	90512130.0806161
1411	14120	90558278.2046994
1412	14130	90604410.7420024
1413	14140	90650527.7074715
1414	14150	90696629.1160295
1415	14160	90742714.9825753
1416	14170	90788785.3219841
1417	14180	90834840.1491073
1418	14190	90880879.4787723
1419	14200	90926903.3257832
1420	14210	90972911.7049205
1421	14220	91018904.630941
1422	14230	91064882.1185782
1423	14240	91110844.1825419
1424	14250	91156790.8375187
1425	14260	91202722.0981721
1426	14270	91248637.979142
1427	14280	91294538.4950449
1428	14290	91340423.6604746
1429	14300	91386293.4900015
1430	14310	91432147.998173
1431	14320	91477987.1995133
1432	14330	91523811.108524
1433	14340	91569619.7396834
1434	14350	91615413.1074472
1435	14360	91661191.226248
1436	14370	91706954.110496
1437	14380	91752701.7745784
1438	14390	91798434.2328596
1439	14400	91844151.499682
1440	14410	91889853.5893648
1441	14420	91935540.5162047
1442	14430	91981212.2944764
1443	14440	92026868.9384317
1444	14450	92072510.4623002
1445	14460	92118136.8802893
1446	14470	92163748.2065839
1447	14480	92209344.455347
1448	14490	92254925.6407191
1449	14500	92300491.7768185
1450	14510	92346042.8777418
1451	14520	92391578.957563
1452	14530	92437100.0303349
1453	14540	92482606.1100876
1454	14550	92528097.2108296
1455	14560	92573573.3465477
1456	14570	92619034.5312068
1457	14580	92664480.7787499
1458	14590	92709912.1030987
1459	14600	92755328.5181527
1460	14610	92800730.0377901
1461	14620	92846116.6758675
1462	14630	92891488.4462198
1463	14640	92936845.3626607
1464	14650	92982187.4389824
1465	14660	93027514.6889556
1466	14670	93072827.1263299
1467	14680	93118124.7648333
1468	14690	93163407.618173
1469	14700	93208675.7000345
1470	14710	93253929.0240825
1471	14720	93299167.6039603
1472	14730	93344391.4532905
1473	14740	93389600.5856744
1474	14750	93434795.0146925
1475	14760	93479974.7539042
1476	14770	93525139.8168484
1477	14780	93570290.2170426
1478	14790	93615425.9679841
1479	14800	93660547.0831488
1480	14810	93705653.5759925
1481	14820	93750745.4599501
1482	14830	93795822.7484358
1483	14840	93840885.4548434
1484	14850	93885933.592546
1485	14860	93930967.1748965
1486	14870	93975986.2152269
1487	14880	94020990.7268494
1488	14890	94065980.7230553
1489	14900	94110956.217116
1490	14910	94155917.2222823
1491	14920	94200863.751785
1492	14930	94245795.8188347
1493	14940	94290713.4366216
1494	14950	94335616.6183163
1495	14960	94380505.377069
1496	14970	94425379.7260101
1497	14980	94470239.6782495
1498	14990	94515085.2468782
1499	15000	94559916.4449662
1500	15010	94604733.2855642
1501	15020	94649535.7817032
1502	15030	94694323.9463944
1503	15040	94739097.792629
1504	15050	94783857.3333789
1505	15060	94828602.5815961
1506	15070	94873333.550213
1507	15080	94918050.2521426
1508	15090	94962752.7002784
1509	15100	95007440.9074944
1510	15110	95052114.8866452
1511	15120	95096774.6505658
1512	15130	95141420.2120722
1513	15140	95186051.5839607
1514	15150	95230668.7790087
1515	15160	95275271.8099742
1516	15170	95319860.689596
1517	15180	95364435.4305938
1518	15190	95408996.0456683
1519	15200	95453542.547501
1520	15210	95498074.9487544
1521	15220	95542593.2620721
1522	15230	95587097.5000785
1523	15240	95631587.6753795
1524	15250	95676063.8005618
1525	15260	95720525.8881933
1526	15270	95764973.9508233
1527	15280	95809408.0009824
1528	15290	95853828.0511821
1529	15300	95898234.1139156
1530	15310	95942626.2016574
1531	15320	95987004.3268633
1532	15330	96031368.5019706
1533	15340	96075718.7393982
1534	15350	96120055.0515461
1535	15360	96164377.4507965
1536	15370	96208685.9495126
1537	15380	96252980.5600397
1538	15390	96297261.2947045
1539	15400	96341528.1658155
1540	15410	96385781.1856631
1541	15420	96430020.3665191
1542	15430	96474245.7206374
1543	15440	96518457.260254
1544	15450	96562654.9975861
1545	15460	96606838.9448336
1546	15470	96651009.1141779
1547	15480	96695165.5177827
1548	15490	96739308.1677934
1549	15500	96783437.0763378
1550	15510	96827552.2555256
1551	15520	96871653.7174489
1552	15530	96915741.4741817
1553	15540	96959815.5377805
1554	15550	97003875.920284
1555	15560	97047922.6337134
1556	15570	97091955.6900716
1557	15580	97135975.1013444
1558	15590	97179980.8795001
1559	15600	97223973.0364889
1560	15610	97267951.5842443
1561	15620	97311916.5346814
1562	15630	97355867.8996987
1563	15640	97399805.6911767
1564	15650	97443729.9209787
1565	15660	97487640.6009509
1566	15670	97531537.7429217
1567	15680	97575421.3587029
1568	15690	97619291.4600886
1569	15700	97663148.0588557
1570	15710	97706991.1667639
1571	15720	97750820.795556
1572	15730	97794636.9569578
1573	15740	97838439.6626777
1574	15750	97882228.9244075
1575	15760	97926004.7538213
1576	15770	97969767.1625772
1577	15780	98013516.1623155
1578	15790	98057251.7646602
1579	15800	98100973.9812182
1580	15810	98144682.8235797
1581	15820	98188378.3033178
1582	15830	98232060.4319892
1583	15840	98275729.2211339
1584	15850	98319384.6822749
1585	15860	98363026.826919
1586	15870	98406655.666556
1587	15880	98450271.2126591
1588	15890	98493873.4766854
1589	15900	98537462.4700749
1590	15910	98581038.2042516
1591	15920	98624600.6906227
1592	15930	98668149.9405791
1593	15940	98711685.9654955
1594	15950	98755208.7767301
1595	15960	98798718.3856247
1596	15970	98842214.803505
1597	15980	98885698.0416802
1598	15990	98929168.1114436
1599	16000	98972625.0240721
1600	16010	99016068.7908264
1601	16020	99059499.4229512
1602	16030	99102916.9316751
1603	16040	99146321.3282102
1604	16050	99189712.6237535
1605	16060	99233090.8294854
1606	16070	99276455.9565703
1607	16080	99319808.0161569
1608	16090	99363147.0193778
1609	16100	99406472.9773499
1610	16110	99449785.901174
1611	16120	99493085.8019355
1612	16130	99536372.6907036
1613	16140	99579646.5785323
1614	16150	99622907.4764594
1615	16160	99666155.3955069
1616	16170	99709390.3466818
1617	16180	99752612.3409748
1618	16190	99795821.3893615
1619	16200	99839017.5028016
1620	16210	99882200.6922396
1621	16220	99925370.9686042
1622	16230	99968528.3428089
1623	16240	100011672.825751
1624	16250	100054804.428315
1625	16260	100097923.161365
1626	16270	100141029.035756
1627	16280	100184122.062322
1628	16290	100227202.251886
1629	16300	100270269.615252
1630	16310	100313324.163213
1631	16320	100356365.906543
1632	16330	100399394.856003
1633	16340	100442411.022337
1634	16350	100485414.416278
1635	16360	100528405.048538
1636	16370	100571382.929818
1637	16380	100614348.070804
1638	16390	100657300.482166
1639	16400	100700240.174557
1640	16410	100743167.15862
1641	16420	100786081.444978
1642	16430	100828983.044242
1643	16440	100871871.967008
1644	16450	100914748.223856
1645	16460	100957611.825353
1646	16470	101000462.782049
1647	16480	101043301.104481
1648	16490	101086126.803171
1649	16500	101128939.888625
1650	16510	101171740.371337
1651	16520	101214528.261783
1652	16530	101257303.570428
1653	16540	101300066.30772
1654	16550	101342816.484094
1655	16560	101385554.109968
1656	16570	101428279.195748
1657	16580	101470991.751825
1658	16590	101513691.788575
1659	16600	101556379.31636
1660	16610	101599054.345528
1661	16620	101641716.886412
1662	16630	101684366.949331
1663	16640	101727004.54459
1664	16650	101769629.682478
1665	16660	101812242.373273
1666	16670	101854842.627236
1667	16680	101897430.454615
1668	16690	101940005.865644
1669	16700	101982568.870543
1670	16710	102025119.479516
1671	16720	102067657.702756
1672	16730	102110183.55044
1673	16740	102152697.032731
1674	16750	102195198.159779
1675	16760	102237686.941719
1676	16770	102280163.388673
1677	16780	102322627.510749
1678	16790	102365079.31804
1679	16800	102407518.820626
1680	16810	102449946.028574
1681	16820	102492360.951936
1682	16830	102534763.60075
1683	16840	102577153.985041
1684	16850	102619532.114821
1685	16860	102661898.000086
1686	16870	102704251.650822
1687	16880	102746593.076997
1688	16890	102788922.288568
1689	16900	102831239.295479
1690	16910	102873544.107659
1691	16920	102915836.735023
1692	16930	102958117.187474
